,Exchange Ticker,"ROA Total Assets, Percent",Return On Equity - Actual,Total Debt,"Total Assets, Reported",Operating Income,TRBC Industry Group Name,TRBC Industry Name,Long Term Debt,Region of Headquarters,regularMarketPrice,preMarketPrice,logo_url
A,A,11.90241983,25.96,2729000000,10705000000,1347000000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,2729000000,Americas,,,
AAL,AAL,-3.103152978,75.95,38060000000,66442000000,-1059000000,Passenger Transportation Services,Airlines,35571000000,Americas,,,
AAOI,AAOI,-12.33646043,-7.259,145983000,480805000,-48842000,Electronic Equipment & Parts,Electronic Equipment & Parts,91758000,Americas,,,
AAP,AAP,4.270768902,16.52,1032984000,11839636000,701885000,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",1032984000,Americas,,,
AAWW,AAWW,6.31259566,18.7,2319141000,6029188000,494687000,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",1991469000,Americas,,,
ABBV,ABBV,3.856809079,,86056000000,151000000000.0,11363000000,Pharmaceuticals,Pharmaceuticals,77533000000,Americas,,,
ABC,ABC,3.040188851,-888.6,6683924000,57337805000,2354197000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",6383711000,Americas,,,
ABE,ABE,4.666187677,,79674743.39,705729136.6,43534245.14,"Computers, Phones & Household Electronics",Computer Hardware,50528443.55,Europe,,,
ABG,ABG,-4.614910463,,5819311187,3253148510,295956277.5,Construction & Engineering,Construction & Engineering,278502686.9,Europe,,,
ABIO,ABIO,3.667913351,14.84,1148584514,2138165608,149587200.8,Electric Utilities & IPPs,Independent Power Producers,1004921837,Europe,,,
ABT,ABT,6.404386371,20.519,18747000000,72548000000,5472000000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",18527000000,Americas,,,
AC,AC,1.4157049,,9703644595,29280524724,904334117.9,Real Estate Operations,"Real Estate Rental, Development & Operations",7765056634,Asia,,,
ACA,ACA,4.307766912,,254500000,2646700000,151800000,Construction & Engineering,Construction & Engineering,100000000,Americas,,,
ACB,ACB,-25.74212918,6.07,322373729.2,2101606422,-544425528.5,Pharmaceuticals,Pharmaceuticals,236551557.2,Americas,,,
ACCO,ACCO,2.124269782,,1131100000,3048700000,112400000,Professional & Commercial Services,Business Support Supplies,1054600000,Americas,,,
ACHC,ACHC,2.140613031,11.179,3165358000,6499362000,309083000,Healthcare Providers & Services,Healthcare Facilities & Services,2968948000,Americas,,,
ACIW,ACIW,2.187092751,6.22,1155007000,3386903000,143644000,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),1120742000,Americas,,,
ACM,ACM,2.585972008,14.05,2211578000,11733954000,629553000,Construction & Engineering,Construction & Engineering,2125640000,Americas,,,
ACOR,ACOR,-13.90591163,,234805000,632680000,-78076000,Biotechnology & Medical Research,Biotechnology & Medical Research,166174000,Americas,,,
ACR,ACR,4.0596602,2.779,505800107.1,966772494.1,86086376.38,Electric Utilities & IPPs,Electric Utilities,428869440.9,Asia,,,
ADBE,ADBE,18.71712761,42.789,4123000000,27241000000,5802000000,Software & IT Services,Software,4123000000,Americas,,,
ADL,ADL,2.298893778,9.699,4427101856,7684798486,411254274.5,Real Estate Operations,"Real Estate Rental, Development & Operations",3160904983,Europe,,,
ADM,ADM,,,,,,Food & Tobacco,Food Processing,,Americas,,,
ADN,ADN,3.269514672,5.9,617953668,2592611856,107179196,Real Estate Operations,"Real Estate Rental, Development & Operations",465600726.8,Asia,,,
ADP,ADP,5.909845573,45.13,2986200000,48772500000,3304700000,Software & IT Services,IT Services & Consulting,2985000000,Americas,,,
ADS,ADS,2.055926964,6.52,7204445530,25712017587,917195896.4,Textiles & Apparel,Footwear,3031265266,Europe,,,
ADSK,ADSK,17.95365218,217.76,1637200000,7279800000,629100000,Software & IT Services,Software,1637200000,Americas,,,
AEE,AEE,2.877154996,10.25,11576000000,32030000000,1300000000,Multiline Utilities,Multiline Utilities,11078000000,Americas,,,
AEO,AEO,-6.188348167,0.59,325290000,3434806000,-271345000,Specialty Retailers,Apparel & Accessories Retailers,325290000,Americas,,,
AEP,AEP,2.627011258,10.919,33840900000,80757200000,2987700000,Electric Utilities & IPPs,Electric Utilities,28986400000,Americas,,,
AERI,AERI,-42.84803306,-149.8,210373000,402045000,-155690000,Pharmaceuticals,Pharmaceuticals,210373000,Americas,,,
AFK,AFK,0.989924246,,148987514.4,814535026.1,18769162.62,Electric Utilities & IPPs,Electric Utilities,49312768.86,Europe,,,
AGE,AGE,4.442992644,,88363581.89,180900765.6,10268845.87,Coal,Coal,13394806.92,Asia,,,
AHH,AHH,1.986045717,4.23,981799000,1916971000,48741000,Residential & Commercial REITs,Commercial REITs,856012000,Americas,,,
AIA,AIA,4.865828092,-0.574,972455926,6830371793,32675859.66,Transport Infrastructure,Airport Operators & Services,818851457.5,Oceania,,,
AIM,AIM,-2.972440945,,0,348939513,-15868028.28,Professional & Commercial Services,Business Support Services,,Americas,,,
AIR,AIR,-4.059844068,-21.46,2309652644,4673765055,-257636585.8,Passenger Transportation Services,Airlines,714260778.5,Oceania,,,
AJRD,AJRD,4.911104374,33.99,624300000,2899900000,240600000,Aerospace & Defense,Aerospace & Defense,281000000,Americas,,,
AKA,AKA,-9.379041914,-34.869,969612848.1,2412252076,-208199804.6,Professional & Commercial Services,Business Support Services,776163898.4,Europe,,,
AKAM,AKAM,7.719983514,21.7,1906707000,7764130000,658534000,Software & IT Services,IT Services & Consulting,1906707000,Americas,,,
AKU,AKU,-5.23679783,,405559330,665051480,21573390,Healthcare Providers & Services,Healthcare Facilities & Services,389580050,Americas,,,
ALB,ALB,3.1419555,10.72,3572058000,10450946000,490112000,Chemicals,Commodity Chemicals,2708838000,Americas,,,
ALC,ALC,4.30757912,,307270227.8,960798114.7,58197957.58,Freight & Logistics Services,Marine Freight & Logistics,306747839.7,Americas,,,
ALGT,ALGT,-5.872439761,-18.84,1659011000,3258925000,-308839000,Passenger Transportation Services,Airlines,1324717000,Americas,,,
ALLE,ALLE,10.41977272,59.76,1429600000,3069400000,403500000,Communications & Networking,Communications & Networking,1429400000,Europe,,,
ALLN,ALLN,3.436404929,5.219,2461868715,5635747373,254547508.8,Real Estate Operations,"Real Estate Rental, Development & Operations",1793695628,Europe,,,
ALRS,ALRS,6.795688863,12.28,2274630709,7031928446,941360618,Metals & Mining,Non-Gold Precious Metals & Minerals,1647418349,Europe,,,
ALTR,ALTR,2.490649622,14.919,984335478.7,1814820322,65304506.6,Paper & Forest Products,Paper Products,683827027.4,Europe,,,
ALV,ALV,2.522775991,12.19,2411400000,8156800000,382100000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",2109600000,Americas,,,
ALW,ALW,-4.169909374,,82746091.84,164310222.3,-3470175.867,Renewable Energy,Renewable Energy Equipment & Services,47984.85589,Europe,,,
AMAT,AMAT,24.44269169,55.09,5452000000,25825000000,6889000000,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,5452000000,Americas,,,
AMC,AMC,-38.3213233,549.3,5842000000,10276400000,-3986400000,Hotels & Entertainment Services,Leisure & Recreation,5695800000,Americas,,,
AMCX,AMCX,4.740153669,62.59,2880801000,5246338000,419736000,Media & Publishing,Broadcasting,2774307000,Americas,,,
AMD,AMD,33.15543696,36.36,330000000,8962000000,1315000000,Semiconductors & Semiconductor Equipment,Semiconductors,330000000,Americas,,,
AMGN,AMGN,11.84460479,102.66,32986000000,62948000000,9139000000,Pharmaceuticals,Pharmaceuticals,32895000000,Americas,,,
AMKR,AMKR,7.007647517,15.77,1166980000,5022311000,454203000,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,1005339000,Americas,,,
AMP,AMP,0.563678238,2.05,87085979.48,292326575.5,2931118.71,Communications & Networking,Communications & Networking,48905715.68,Europe,,,
AMS,AMS,-1.250311536,-0.53,4388128969,12167806546,168539325.8,Semiconductors & Semiconductor Equipment,Semiconductors,3744504152,Europe,,,
AMZN,AMZN,7.801362631,27.44,51031000000,321000000000.0,22899000000,Diversified Retail,Department Stores,31816000000,Americas,,,
AN,AN,3.737549252,19.73,2101800000,9887200000,563200000,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",1685500000,Americas,,,
ANTM,ANTM,5.573298876,17.61,20035000000,86615000000,7022000000,Healthcare Providers & Services,Managed Healthcare,19335000000,Americas,,,
AON,AON,6.557323754,66.58,7824000000,32114000000,2799000000,Insurance,Multiline Insurance & Brokers,7281000000,Europe,,,
AORT,AORT,-2.391585153,3.15,297577000,789404000,2441000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",290468000,Americas,,,
AP,AP,7.191198709,15.199,782224060.9,1954855488,111015868.2,Real Estate Operations,"Real Estate Rental, Development & Operations",506697736.4,Asia,,,
APAM,APAM,4.253767623,7.589,519052271.6,4847337567,243038593.1,Metals & Mining,Iron & Steel,400586223.7,Europe,,,
APD,APD,7.859659374,15.669,7637200000,26859200000,2281400000,Chemicals,Commodity Chemicals,7150300000,Americas,,,
APEN,APEN,-29.74759734,,57215000,77437000,-15794000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",56579000,Americas,,,
APH,APH,10.48533453,23.22,3866500000,12327300000,1638400000,Electronic Equipment & Parts,Electronic Equipment & Parts,3636200000,Americas,,,
APLS,APLS,-51.09948558,-288.85,363060000,960569000,-213726000,Pharmaceuticals,Pharmaceuticals,358830000,Americas,,,
APT,APT,-6.747231019,0.384,990172378.9,2336545224,-118918939.2,Professional & Commercial Services,Business Support Services,964529238.4,Oceania,,,
APTV,APTV,12.29785998,8.96,4101000000,17522000000,2114000000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",3997000000,Europe,,,
AQN,AQN,6.03121327,8.06,4538470000,13223906000,358261000,Multiline Utilities,Multiline Utilities,4398596000,Americas,,,
AQUA,AQUA,2.335947739,-7.054,103103829.2,275717603.9,-5613248.336,Media & Publishing,Advertising & Marketing,52323453.4,Asia,,,
AR,AR,2.160195418,7.42,91620000,1053410000,72896000,Metals & Mining,Gold,58306000,Americas,,,
ARAY,ARAY,-1.299863546,,173797000,480098000,12287000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,170007000,Americas,,,
ARCH,ARCH,-19.19738802,,514186000,1722472000,-330114000,Coal,Coal,477215000,Americas,,,
ARCO,ARCO,-6.158166343,-45.85,776574000,2293954000,-66754000,Hotels & Entertainment Services,Restaurants & Bars,767504000,Americas,,,
ARE,ARE,2.750062207,10.16,571901021.2,2582402985,117716417.9,Construction & Engineering,Construction & Engineering,527464257.7,Americas,,,
ARW,ARW,3.498246151,12.32,2256573000,17053911000,896311000,Semiconductors & Semiconductor Equipment,Semiconductors,2097940000,Americas,,,
ASGN,ASGN,6.441135801,17.32,1033400000,3278000000,310400000,Software & IT Services,IT Services & Consulting,1033400000,Americas,,,
ASGR,ASGR,1.190761279,,547065748.9,879606316.4,23958326.84,Real Estate Operations,"Real Estate Rental, Development & Operations",421428971.9,Asia,,,
ASHG,ASHG,2.470256259,,2638210048,4482036005,211987728.5,Construction & Engineering,Construction & Engineering,2046325412,Asia,,,
ASML,ASML,13.64112374,49.014,5944430874,35254885198,5182950660,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,5694675134,Europe,,,
ASRT,ASRT,-6.778060893,,84102000,303274000,-26362000,Pharmaceuticals,Pharmaceuticals,72160000,Americas,,,
ATA,ATA,2.985650221,11.13,401958910.7,1748765727,95245261.98,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,342916069.4,Americas,,,
ATEC,ATEC,-36.64161087,,42234000,261223000,-66475000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",37997000,Americas,,,
ATGE,ATGE,3.846722485,,1070711000,3053836000,161483000,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers,1067711000,Americas,,,
ATH,ATH,-37.36522393,,450288295.4,1120175962,-490546740,Oil & Gas,Oil & Gas Exploration and Production,439511390.4,Americas,,,
ATI,ATI,-32.25813124,-5.01,1567800000,4034900000,-1326600000,Aerospace & Defense,Aerospace & Defense,1517400000,Americas,,,
ATKR,ATKR,31.1974344,98.78,761100000,2210099000,810979000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,758386000,Americas,,,
ATO,ATO,3.806730864,9.06,7330657000,19608662000,904998000,Natural Gas Utilities,Natural Gas Utilities,4911918000,Americas,,,
ATSG,ATSG,0.861536644,18.6,1479077000,3001745000,206390000,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",1465331000,Americas,,,
ATVI,ATVI,10.22954789,19.4,3605000000,23109000000,2703000000,Software & IT Services,Online Services,3605000000,Americas,,,
AUE,AUE,2.753059332,,381992000,1394485000,66724000,Coal,Coal,268477000,Asia,,,
AVA,AVA,2.074371425,6.519,2314831000,6402097000,232700000,Multiline Utilities,Multiline Utilities,2060081000,Americas,,,
AVGO,AVGO,8.892233157,51.509,39757000000,75570000000,8321000000,Semiconductors & Semiconductor Equipment,Semiconductors,39428000000,Americas,,,
AVGR,AVGR,-66.66432831,,12990000,33195000,-17404000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,9400000,Americas,,,
AVLR,AVLR,-4.082254316,1.25,0,1602333000,-61968000,Software & IT Services,Software,,Americas,,,
AVNT,AVNT,3.285935313,11.46,1872600000,4870500000,189300000,Chemicals,Diversified Chemicals,1854000000,Americas,,,
AVT,AVT,2.267844757,6.95,1214407000,8925422000,266208000,Electronic Equipment & Parts,Electronic Equipment & Parts,1191329000,Americas,,,
AVY,AVY,9.671036145,44.16,2116800000,6083900000,739200000,Containers & Packaging,Non-Paper Containers & Packaging,2029200000,Americas,,,
AXDX,AXDX,-68.64897366,222.84,146423000,93425000,-63700000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,145870000,Americas,,,
AYX,AYX,-1.736266813,14.53,730120000,1465295000,-3908000,Software & IT Services,Software,657501000,Americas,,,
AZN,AZN,4.908435202,36.5,20380000000,66729000000,5162000000,Pharmaceuticals,Pharmaceuticals,17505000000,Europe,,,
AZO,AZO,14.99867778,,5545874000,14516199000,2944527000,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",5269820000,Americas,,,
BA,BA,-8.357333576,51.03,63583000000,152000000000.0,-12767000000,Aerospace & Defense,Aerospace & Defense,61662000000,Americas,,,
BAB,BAB,-27.45803454,12.344,3189572023,6349381321,-2281946703,Construction & Engineering,Construction & Engineering,1817179706,Europe,,,
BABA,BABA,9.076975483,21.14,22765194298,258000000000.0,6771268964,Software & IT Services,Online Services,20714307519,Asia,,,
BAND,BAND,-7.138984306,4.06,282379000,890608000,-13505000,Telecommunications Services,Integrated Telecommunications Services,282196000,Americas,,,
BASXQ,BASXQ,-55.40744397,,325283000,349073000,-210926000,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,308297000,Americas,,,
BAX,BAX,5.80969329,19.27,6192000000,20019000000,1460000000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",5722000000,Americas,,,
BB,BB,-32.92573814,5.01,720000000,2818000000,-1107000000,Software & IT Services,Software,720000000,Americas,,,
BBBY,BBBY,-2.692033554,-8.09,1190363000,6456930000,-259849000,Specialty Retailers,Home Furnishings Retailers,1190363000,Americas,,,
BBD,BBD,1.350813003,,22612486.92,62782324.06,502803.7885,Real Estate Operations,"Real Estate Rental, Development & Operations",7244238.148,Europe,,,
BBWI,BBWI,7.780235988,-90.19,6399000000,11571000000,1527000000,Specialty Retailers,Miscellaneous Specialty Retailers,6366000000,Americas,,,
BBY,BBY,10.37567084,51.55,1377000000,19067000000,2391000000,Specialty Retailers,Computer & Electronics Retailers,1229000000,Americas,,,
BC,BC,10.21676892,28.75,951400000,3770600000,540400000,Leisure Products,Recreational Products,908300000,Americas,,,
BCC,BCC,9.564126831,22.55,475399000,1965718000,321061000,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,443792000,Americas,,,
BCE,BCE,4.093998063,12.94,20677926159,47655145326,3586017282,Telecommunications Services,Integrated Telecommunications Services,15949725059,Americas,,,
BCH,BCH,9.085637739,18.719,243514836.9,550176330.2,60819558.26,Healthcare Providers & Services,Healthcare Facilities & Services,98062564.25,Asia,,,
BCO,BCO,0.510146752,,2485700000,5135600000,212800000,Professional & Commercial Services,Business Support Services,2220300000,Americas,,,
BDC,BDC,1.6620502,14.45,1573824000,3139734000,125410000,Communications & Networking,Communications & Networking,1573726000,Americas,,,
BDMS,BDMS,5.672162101,5.57,807110836.2,4528969748,364830303.9,Healthcare Providers & Services,Healthcare Facilities & Services,685547603.5,Asia,,,
BDSI,BDSI,12.16228042,,78452000,239894000,32979000,Pharmaceuticals,Pharmaceuticals,78452000,Americas,,,
BDX,BDX,3.878455292,16.1,17610000000,53866000000,2621000000,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",17110000000,Americas,,,
BE,BE,-12.89797759,102.53,863625000,1454387000,-93663000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment,270053000,Americas,,,
BECN,BECN,3.535805627,,1652400000,5554500000,396600000,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,1614500000,Americas,,,
BEDU,BEDU,-4.828933314,-16.11,401017274.5,1336217572,-60320877.96,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers,95350.13312,Asia,,,
BEST,BEST,-8.550460947,-54.43,846050574.7,3045336858,-259526590,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",358393103.4,Asia,,,
BGS,BGS,3.785131434,17.75,2334086000,3767570000,276438000,Food & Tobacco,Food Processing,2334086000,Americas,,,
BHC,BHC,-1.718360948,178.719,23925000000,31199000000,617000000,Pharmaceuticals,Pharmaceuticals,23925000000,Americas,,,
BHK,BHK,2.734987305,7.36,2351180843,5325920460,283238160.9,Water & Related Utilities,Water & Related Utilities,1615647663,Asia,,,
BIDU,BIDU,6.001665552,12.72,11575478927,50989731801,1845210728,Software & IT Services,Online Services,9246743295,Asia,,,
BIG,BIG,3.873293866,5.98,172823868.8,628778176.5,34996364.32,Leisure Products,Toys & Children's Products,133192597.3,Europe,,,
BIIB,BIIB,15.64107905,45.22,7426200000,24618900000,4550100000,Pharmaceuticals,Pharmaceuticals,7426200000,Americas,,,
BILI,BILI,-15.5096411,-35.21,1293627893,3657564444,-481373639.8,Software & IT Services,Online Services,1278302222,Asia,,,
BILL,BILL,1.844877463,3.42,923820421.7,4426157667,94220187.95,Containers & Packaging,Paper Packaging,783342260.3,Europe,,,
BKD,BKD,1.162654507,10.96,4479295000,6901758000,-86796000,Healthcare Providers & Services,Healthcare Facilities & Services,3847103000,Americas,,,
BKH,BKH,3.102949191,9.46,3770576000,8088786000,421444000,Multiline Utilities,Multiline Utilities,3528100000,Americas,,,
BKNG,BKNG,0.23569646,3.58,12014000000,21874000000,-731000000,Hotels & Entertainment Services,Leisure & Recreation,11029000000,Americas,,,
BL,BL,-3.703096299,11.23,407032000,1113505000,-19891000,Software & IT Services,Software,407032000,Americas,,,
BLD,BLD,9.11650809,19.39,706722000,2815283000,354813000,Construction & Engineering,Construction & Engineering,683396000,Americas,,,
BLDR,BLDR,8.447533335,35.85,1624240000,4173671000,543854000,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,1585210000,Americas,,,
BLL,BLL,3.161855554,31.06,7800000000,18252000000,962000000,Containers & Packaging,Non-Paper Containers & Packaging,7773000000,Americas,,,
BME,BME,12.3576313,54.289,2801494513,4630306623,845714994.8,Diversified Retail,Discount Stores,997816136.3,Europe,,,
BMRN,BMRN,0.086562431,23.77,1082016000,5848020000,-36765000,Pharmaceuticals,Pharmaceuticals,1075145000,Americas,,,
BMY,BMY,-7.24162222,33.04,50676000000,118000000000.0,-6847000000,Pharmaceuticals,Pharmaceuticals,48336000000,Americas,,,
BNET,BNET,1.074374743,4.69,11517233.24,25716102.61,1094414.713,Software & IT Services,IT Services & Consulting,8273118.766,Europe,,,
BNFT,BNFT,-7.00146242,28.19,267258000,362372000,-1830000,Software & IT Services,Software,184308000,Americas,,,
BORR,BORR,-9.846382787,-26.15,1906200000,3171100000,-188000000,Oil & Gas Related Equipment and Services,Oil & Gas Drilling,1906200000,Americas,,,
BOX,BOX,-3.757711406,131.12,407853000,1351682000,-37642000,Software & IT Services,Software,297614000,Americas,,,
BR,BR,8.416861395,42.24,3887600000,8119800000,678700000,Professional & Commercial Services,Professional Information Services,3887600000,Americas,,,
BRG,BRG,5.513930312,12.23,233623614.2,816400284.5,66216673.08,Chemicals,Specialty Chemicals,160995115.4,Europe,,,
BSDE,BSDE,0.832426342,,1219448576,4334966281,141187111.4,Real Estate Operations,"Real Estate Rental, Development & Operations",825544591.5,Asia,,,
BST,BST,2.922401676,,134978669.7,304495988.8,23422500.07,Professional & Commercial Services,Business Support Services,129410265.4,Europe,,,
BSX,BSX,-0.264093117,9.66,9143000000,30777000000,-80000000,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,9130000000,Americas,,,
BTU,BTU,-33.18138431,-105.57,1549500000,4667100000,-1728300000,Coal,Coal,1497100000,Americas,,,
BURL,BURL,-3.498987592,-34.15,1931669000,6781092000,-348209000,Diversified Retail,Discount Stores,1884005000,Americas,,,
BW,BW,-1.985864036,3.838,378206000,591792000,-8039000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,347630000,Americas,,,
BWA,BWA,4.407135362,10.58,3787000000,16029000000,618000000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",3726000000,Americas,,,
BWXT,BWXT,13.2874042,56.72,951425000,2293503000,358552000,Aerospace & Defense,Aerospace & Defense,862731000,Americas,,,
BXC,BXC,8.009883365,,595559000,1048130000,142241000,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,321270000,Americas,,,
BYD,BYD,-2.039504151,,3897483000,6558948000,52472000,Hotels & Entertainment Services,Casinos & Gaming,3866743000,Americas,,,
BZH,BZH,5.979996525,,1054030000,2078810000,144844000,Homebuilding & Construction Supplies,Homebuilding,1054030000,Americas,,,
BZUN,BZUN,4.792635897,12.33,346922145.6,1605316628,83965823.75,Software & IT Services,Online Services,270168122.6,Asia,,,
CA,CA,1.722327666,10.25,20299218368,58119198828,2094528578,Food & Drug Retailing,Food Retail & Distribution,9539570103,Europe,,,
CABO,CABO,7.93215438,20.56,2184037000,4488338000,469350000,Telecommunications Services,Integrated Telecommunications Services,2143993000,Americas,,,
CAG,CAG,5.467464876,15.55,9005700000,22195600000,1830700000,Food & Tobacco,Food Processing,8159200000,Americas,,,
CAH,CAH,1.436299417,99.89,6236000000,44453000000,458000000,Food & Drug Retailing,Drug Retailers,5320000000,Americas,,,
CAKE,CAKE,-9.068754701,-13.89,280000000,2747054000,-347437000,Hotels & Entertainment Services,Restaurants & Bars,280000000,Americas,,,
CAMP,CAMP,-4.551801293,8.89,186471000,433805000,-6825000,Telecommunications Services,Wireless Telecommunications Services,182154000,Americas,,,
CAMT,CAMT,9.504295437,14.3,0,287908000,22624000,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,,Asia,,,
CARS,CARS,-52.65452268,,583899000,1075712000,-896727000,Software & IT Services,Online Services,576143000,Americas,,,
CAS,CAS,4.41509434,11.539,1620581304,4251374705,282796543.6,Containers & Packaging,Paper Packaging,1410054988,Americas,,,
CASH,CASH,0.832539012,39.2,1283144846,2223331705,164107230.1,Professional & Commercial Services,Business Support Services,966282364.4,Europe,,,
CAT,CAT,3.711003527,24.06,37163000000,78324000000,4553000000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles,25896000000,Americas,,,
CBRL,CBRL,10.31262054,22.57,327377000,2391694000,366659000,Hotels & Entertainment Services,Restaurants & Bars,327253000,Americas,,,
CBT,CBT,9.232791194,34.82,1162000000,3306000000,454000000,Chemicals,Specialty Chemicals,697000000,Americas,,,
CC,CC,3.054393305,43.81,4026000000,7082000000,345000000,Chemicals,Commodity Chemicals,3938000000,Americas,,,
CCAP,CCAP,-4.779048761,,689179286.8,1789203713,-46531509.53,Real Estate Operations,Real Estate Services,577308256,Europe,,,
CCEP,CCEP,2.626443753,13.48,8777479238,23494137763,992916463.1,Beverages,Non-Alcoholic Beverages,7465803615,Europe,,,
CCL,CCL,,,,,-7089000000,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",,Americas,,,
CCLP,CCLP,-8.217400725,,638631000,709966000,-10142000,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,638631000,Americas,,,
CCO,CCO,-0.708911514,-5.3,788289080.9,5955091123,-32505106.05,Uranium,Uranium,782043205,Americas,,,
CCS,CCS,7.713926504,17.6,1153925000,2845093000,327248000,Homebuilding & Construction Supplies,Homebuilding,894875000,Americas,,,
CCU,CCU,4.43509948,7.33,713840031,3558064857,246820401.5,Beverages,Brewers,581721530.1,Americas,,,
CDAY,CDAY,-0.062563541,3.67,667800000,6701300000,-20000000,Software & IT Services,Software,652200000,Americas,,,
CDE,CDE,1.841937776,8.679,275501000,1403977000,83040000,Metals & Mining,Gold,227590000,Americas,,,
CDK,CDK,6.822713636,,1593600000,2712600000,399700000,Software & IT Services,Software,1582700000,Americas,,,
CDLX,CDLX,-17.13596661,-15.48,174024000,422537000,-53923000,Media & Publishing,Advertising & Marketing,174011000,Americas,,,
CDNS,CDNS,16.16429096,34.02,346793000,3950785000,645552000,Software & IT Services,Software,346793000,Americas,,,
CDZI,CDZI,-47.18870585,,78647000,74363000,-24148000,Water & Related Utilities,Water & Related Utilities,78596000,Americas,,,
CEIX,CEIX,-0.506558347,,712803000,2523366000,35419000,Coal,Coal,566858000,Americas,,,
CENT,CENT,5.600138122,14.06,1185764000,3116680000,244544000,Food & Tobacco,Food Processing,1184683000,Americas,,,
CENX,CENX,-8.498603111,-18.41,315900000,1399600000,-81700000,Metals & Mining,Aluminum,288100000,Americas,,,
CEQP,CEQP,-0.288870009,-7.809,2488800000,5243700000,86900000,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,2483800000,Americas,,,
CEZ,CEZ,0.777238897,2.24,7079171912,32753205577,570662563.5,Electric Utilities & IPPs,Electric Utilities,5693197184,Europe,,,
CFX,CFX,0.777778781,5.55,2231243000,7351549000,162291000,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,2204169000,Americas,,,
CHD,CHD,11.16977807,25.1,2163900000,7414500000,1029700000,Personal & Household Products & Services,Household Products,1812500000,Americas,,,
CHDN,CHDN,0.580440677,7.61,1628500000,2686400000,60200000,Hotels & Entertainment Services,Casinos & Gaming,1618300000,Americas,,,
CHEP,CHEP,4.472649267,,1177449519,1783439490,245724352.9,Metals & Mining,Iron & Steel,1036834259,Europe,,,
CHGG,CHGG,-0.332651027,32.51,1506922000,2251258000,52453000,Professional & Commercial Services,Professional Information Services,1506922000,Americas,,,
CHH,CHH,5.069729204,-846.48,1058738000,1587333000,105488000,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",1058738000,Americas,,,
CHHCF,CHHCF,Unable to collect data for the field 'TR.ROATotalAssetsPercent' and some specific identifier(s).,,Unable to collect data for the field 'TR.TotalDebtOutstanding' and some specific identifier(s).,Unable to collect data for the field 'TR.TotalAssetsReported' and some specific identifier(s).,Unable to collect data for the field 'TR.OperatingIncome' and some specific identifier(s).,Transport Infrastructure,Airport Operators & Services,Unable to collect data for the field 'TR.LTDebt' and some specific identifier(s).,Americas,,,
CHRA,CHRA,-19.96117578,-278.768,165964000,280960000,-48172000,Professional & Commercial Services,Environmental Services & Equipment,136972000,Americas,,,
